date,state,district,pincode,demo_age_5_17,demo_age_17_
03-09-25,Telangana,Warangal Rural,506122,0,25
03-09-25,Telangana,Warangal Rural,506132,0,5
03-09-25,Telangana,Warangal Rural,506314,2,27
03-09-25,Telangana,Warangal Rural,506330,4,28
03-09-25,Telangana,Warangal Rural,506332,0,3
03-09-25,Telangana,Warangal Rural,506342,0,2
03-09-25,Telangana,Warangal Rural,506349,1,20
03-09-25,Telangana,Yadadri.,508111,0,15
03-09-25,Telangana,Yadadri.,508253,0,15
04-09-25,Telangana,Vikarabad,501101,2,49
04-09-25,Telangana,Vikarabad,501142,7,63
04-09-25,Telangana,Vikarabad,501144,25,113
04-09-25,Telangana,Vikarabad,509336,22,138
04-09-25,Telangana,Wanaparthy,509103,5,40
04-09-25,Telangana,Warangal,506002,5,7
04-09-25,Telangana,Warangal,506009,0,1
04-09-25,Telangana,Warangal,506104,1,9
04-09-25,Telangana,Warangal,506143,0,4
04-09-25,Telangana,Warangal,506145,0,1
04-09-25,Telangana,Warangal,506164,0,2
04-09-25,Telangana,Warangal,506172,2,4
04-09-25,Telangana,Warangal,506313,0,2
04-09-25,Telangana,Warangal,506324,2,10
04-09-25,Telangana,Warangal,506347,0,1
04-09-25,Telangana,Warangal,506365,0,16
04-09-25,Telangana,Warangal (urban),505476,0,2
04-09-25,Telangana,Warangal Rural,506005,0,11
04-09-25,Telangana,Warangal Rural,506349,0,10
04-09-25,Telangana,Warangal Rural,506365,1,3
04-09-25,Telangana,Warangal Rural,506369,0,6
04-09-25,Telangana,Warangal Urban,506002,7,62
04-09-25,Telangana,Warangal Urban,506005,5,9
04-09-25,Telangana,Warangal Urban,506013,0,2
04-09-25,Telangana,Warangal Urban,506166,0,1
04-09-25,Telangana,Yadadri.,508112,5,49
04-09-25,Telangana,Yadadri.,508284,3,23
04-09-25,Telangana,Yadadri.,508286,1,20
04-09-25,Telangana,Adilabad,504203,1,2
04-09-25,Telangana,Adilabad,504205,0,1
04-09-25,Telangana,Adilabad,504206,0,1
04-09-25,Telangana,Adilabad,504216,0,3
04-09-25,Telangana,Adilabad,504219,0,2
04-09-25,Telangana,Bhadradri Kothagudem,507103,0,1
04-09-25,Telangana,Bhadradri Kothagudem,507114,1,0
04-09-25,Telangana,Bhadradri Kothagudem,507117,7,29
04-09-25,Telangana,Bhadradri Kothagudem,507118,2,11
04-09-25,Telangana,Bhadradri Kothagudem,507122,0,2
04-09-25,Telangana,Bhadradri Kothagudem,507316,1,11
04-09-25,Telangana,Hanumakonda,505102,0,6
04-09-25,Telangana,Hanumakonda,505497,0,5
04-09-25,Telangana,Hanumakonda,506006,0,6
04-09-25,Telangana,Hanumakonda,506143,0,1
04-09-25,Telangana,Hanumakonda,506151,0,6
04-09-25,Telangana,Hanumakonda,506319,1,15
04-09-25,Telangana,Hanumakonda,506342,0,7
04-09-25,Telangana,Hyderabad,500004,1,17
04-09-25,Telangana,Hyderabad,500006,5,53
04-09-25,Telangana,Hyderabad,500014,0,1
04-09-25,Telangana,Hyderabad,500015,6,21
04-09-25,Telangana,Hyderabad,500017,0,29
04-09-25,Telangana,Hyderabad,500018,6,37
04-09-25,Telangana,Hyderabad,500027,0,19
04-09-25,Telangana,Hyderabad,500028,9,52
04-09-25,Telangana,Hyderabad,500033,1,10
04-09-25,Telangana,Hyderabad,500036,5,34
04-09-25,Telangana,Hyderabad,500053,4,77
04-09-25,Telangana,Hyderabad,500054,2,21
04-09-25,Telangana,Hyderabad,500056,0,3
04-09-25,Telangana,Hyderabad,500082,1,11
04-09-25,Telangana,Hyderabad,500087,0,1
04-09-25,Telangana,Hyderabad,500096,1,5
04-09-25,Telangana,Jagitial,505326,2,18
04-09-25,Telangana,Jagitial,505330,0,2
04-09-25,Telangana,Jagitial,505416,0,1
04-09-25,Telangana,Jagitial,505453,1,14
04-09-25,Telangana,Jagitial,505455,0,5
04-09-25,Telangana,Jagitial,505462,0,2
04-09-25,Telangana,Jagitial,505526,0,3
04-09-25,Telangana,Jangaon,506222,0,3
04-09-25,Telangana,Jangaon,506302,0,1
04-09-25,Telangana,Jangoan,506201,0,15
04-09-25,Telangana,Jangoan,506303,0,15
04-09-25,Telangana,Jayashankar Bhupalpally,505504,1,4
04-09-25,Telangana,K.v. Rangareddy,500005,8,47
04-09-25,Telangana,K.v. Rangareddy,500048,7,35
04-09-25,Telangana,K.v. Rangareddy,500052,5,37
04-09-25,Telangana,K.v. Rangareddy,500055,6,10
04-09-25,Telangana,K.v. Rangareddy,500070,5,34
04-09-25,Telangana,K.v. Rangareddy,500077,3,12
04-09-25,Telangana,K.v. Rangareddy,500078,5,39
04-09-25,Telangana,K.v. Rangareddy,501106,0,10
04-09-25,Telangana,K.v. Rangareddy,501141,3,15
04-09-25,Telangana,K.v. Rangareddy,501142,0,9
04-09-25,Telangana,K.v. Rangareddy,501202,0,21
04-09-25,Telangana,K.v. Rangareddy,501505,4,37
04-09-25,Telangana,K.v. Rangareddy,509216,12,56
04-09-25,Telangana,K.v. Rangareddy,509217,3,16
04-09-25,Telangana,K.v. Rangareddy,509339,1,4
04-09-25,Telangana,K.v. Rangareddy,509360,0,2
04-09-25,Telangana,Kamareddy,503108,0,1
04-09-25,Telangana,Kamareddy,503124,0,2
04-09-25,Telangana,Kamareddy,503144,0,5
04-09-25,Telangana,Kamareddy,503301,1,1
04-09-25,Telangana,Kamareddy,503305,7,18
04-09-25,Telangana,Kamareddy,503310,0,7
04-09-25,Telangana,Karimnagar,505122,3,47
04-09-25,Telangana,Karimnagar,505129,1,8
04-09-25,Telangana,Karimnagar,505153,0,2
04-09-25,Telangana,Karimnagar,505303,0,2
04-09-25,Telangana,Karimnagar,505306,0,1
04-09-25,Telangana,Karimnagar,505326,1,4
04-09-25,Telangana,Karimnagar,505331,1,3
04-09-25,Telangana,Karimnagar,505402,1,7
04-09-25,Telangana,Karimnagar,505454,1,8
04-09-25,Telangana,Karimnagar,505460,1,5
04-09-25,Telangana,Karimnagar,505501,0,4
04-09-25,Telangana,Karimnagar,505504,2,13
04-09-25,Telangana,Khammam,507114,1,7
04-09-25,Telangana,Khammam,507122,3,18
04-09-25,Telangana,Khammam,507136,0,1
04-09-25,Telangana,Khammam,507157,0,6
04-09-25,Telangana,Khammam,507158,1,22
04-09-25,Telangana,Khammam,507160,2,18
04-09-25,Telangana,Khammam,507165,7,25
04-09-25,Telangana,Khammam,507201,1,5
04-09-25,Telangana,Khammam,507208,0,25
04-09-25,Telangana,Khammam,507302,2,13
04-09-25,Telangana,Khammam,507303,2,20
04-09-25,Telangana,Komaram Bheem,504294,0,11
04-09-25,Telangana,Komaram Bheem,504299,7,104
04-09-25,Telangana,Mahabubabad,506112,0,26
04-09-25,Telangana,Mahabubabad,506135,1,19
04-09-25,Telangana,Mahabubabad,506163,2,33
04-09-25,Telangana,Mahabubabad,506315,0,11
04-09-25,Telangana,Mahabubabad,507211,1,17
04-09-25,Telangana,Mahabubnagar,509126,2,5
04-09-25,Telangana,Mahabubnagar,509152,2,2
04-09-25,Telangana,Mahabubnagar,509201,2,8
04-09-25,Telangana,Mahabubnagar,509202,5,28
04-09-25,Telangana,Mahabubnagar,509206,4,15
04-09-25,Telangana,Mahabubnagar,509208,1,6
04-09-25,Telangana,Mahabubnagar,509216,2,2
04-09-25,Telangana,Mahabubnagar,509228,1,1
04-09-25,Telangana,Mahabubnagar,509335,0,6
04-09-25,Telangana,Mahabubnagar,509352,1,2
04-09-25,Telangana,Mahabubnagar,509353,2,7
04-09-25,Telangana,Mahabubnagar,509357,1,11
04-09-25,Telangana,Mahabubnagar,509371,1,26
04-09-25,Telangana,Mahabubnagar,509375,3,32
04-09-25,Telangana,Mahabubnagar,509376,3,7
04-09-25,Telangana,Mahabubnagar,509382,6,21
04-09-25,Telangana,Mahabubnagar,509406,0,11
04-09-25,Telangana,Mancherial,504216,0,11
04-09-25,Telangana,Mancherial,504218,1,3
04-09-25,Telangana,Mancherial,504272,1,19
04-09-25,Telangana,Mancherial,504301,0,14
04-09-25,Telangana,Medak,502109,1,20
04-09-25,Telangana,Medak,502210,0,11
04-09-25,Telangana,Medak,502228,0,2
04-09-25,Telangana,Medak,502249,0,27
04-09-25,Telangana,Medak,502256,0,4
04-09-25,Telangana,Medak,502278,1,1
04-09-25,Telangana,Medak,502279,3,8
04-09-25,Telangana,Medak,502285,1,1
04-09-25,Telangana,Medak,502286,8,32
04-09-25,Telangana,Medak,502290,3,17
04-09-25,Telangana,Medak,502305,0,1
04-09-25,Telangana,Medak,502313,4,26
04-09-25,Telangana,Medak,502319,2,6
04-09-25,Telangana,Medak,502331,0,9
04-09-25,Telangana,Medchal-malkajgiri,500010,5,39
04-09-25,Telangana,Medchal-malkajgiri,500062,2,25
04-09-25,Telangana,Medchal-malkajgiri,500067,0,11
04-09-25,Telangana,Medchal-malkajgiri,500072,2,37
04-09-25,Telangana,Medchal-malkajgiri,500090,9,49
04-09-25,Telangana,Medchal-malkajgiri,500101,0,4
04-09-25,Telangana,Medchal-malkajgiri,501301,4,23
04-09-25,Telangana,Mulugu,506172,2,29
04-09-25,Telangana,Mulugu,506343,0,13
04-09-25,Telangana,Mulugu,507133,2,10
04-09-25,Telangana,Nagarkurnool,509102,1,47
04-09-25,Telangana,Nagarkurnool,509301,0,3
04-09-25,Telangana,Nagarkurnool,509320,0,27
04-09-25,Telangana,Nagarkurnool,509324,5,16
04-09-25,Telangana,Nalgonda,508004,0,9
04-09-25,Telangana,Nalgonda,508115,0,1
04-09-25,Telangana,Nalgonda,508201,1,2
04-09-25,Telangana,Nalgonda,508203,1,2
04-09-25,Telangana,Nalgonda,508212,1,4
04-09-25,Telangana,Nalgonda,508223,1,0
04-09-25,Telangana,Nalgonda,508234,1,2
04-09-25,Telangana,Nalgonda,508238,0,12
04-09-25,Telangana,Nalgonda,508248,6,59
04-09-25,Telangana,Nalgonda,508254,1,15
04-09-25,Telangana,Nalgonda,508255,0,19
04-09-25,Telangana,Nalgonda,508256,1,20
04-09-25,Telangana,Nalgonda,508286,0,3
04-09-25,Telangana,Narayanpet,509353,7,25
04-09-25,Telangana,Narayanpet,509411,2,34
04-09-25,Telangana,Nirmal,504202,1,9
04-09-25,Telangana,Nizamabad,503120,0,3
04-09-25,Telangana,Nizamabad,503164,2,26
04-09-25,Telangana,Nizamabad,503206,1,4
04-09-25,Telangana,Nizamabad,503207,0,7
04-09-25,Telangana,Nizamabad,503225,0,3
04-09-25,Telangana,Nizamabad,503246,1,25
04-09-25,Telangana,Nizamabad,503307,4,19
04-09-25,Telangana,Nizamabad,503308,0,9
04-09-25,Telangana,Nizamabad,503310,1,2
04-09-25,Telangana,Nizamabad,503321,0,4
04-09-25,Telangana,Peddapalli,505174,1,1
04-09-25,Telangana,Peddapalli,505185,0,3
04-09-25,Telangana,Rajanna Sircilla,505301,7,14
04-09-25,Telangana,Rajanna Sircilla,505304,0,7
04-09-25,Telangana,Rajanna Sircilla,505307,0,3
04-09-25,Telangana,Rangareddy,500068,0,3
04-09-25,Telangana,Sangareddy,502246,0,2
04-09-25,Telangana,Sangareddy,502257,1,1
04-09-25,Telangana,Sangareddy,502269,1,1
04-09-25,Telangana,Sangareddy,502286,5,16
04-09-25,Telangana,Sangareddy,502290,0,1
04-09-25,Telangana,Sangareddy,502293,0,2
04-09-25,Telangana,Sangareddy,502306,1,6
04-09-25,Telangana,Sangareddy,502307,1,4
04-09-25,Telangana,Sangareddy,502319,11,26
04-09-25,Telangana,Sangareddy,502329,0,1
04-09-25,Telangana,Siddipet,502102,0,8
04-09-25,Telangana,Siddipet,502103,3,58
04-09-25,Telangana,Siddipet,506223,0,6
04-09-25,Telangana,Suryapet,508212,0,44
04-09-25,Telangana,Suryapet,508213,6,74
04-09-25,Telangana,Suryapet,508222,7,45
04-09-25,Telangana,Suryapet,508223,1,21
04-09-25,Telangana,Suryapet,508246,1,18
05-09-25,Telangana,Adilabad,504101,0,1
05-09-25,Telangana,Adilabad,504201,0,1
05-09-25,Telangana,Adilabad,504296,0,1
05-09-25,Telangana,Adilabad,504304,0,2
05-09-25,Telangana,Adilabad,504308,1,8
05-09-25,Telangana,Bhadradri Kothagudem,507120,1,5
05-09-25,Telangana,Bhadradri Kothagudem,507166,1,15
05-09-25,Telangana,Hanumakonda,505471,0,1
05-09-25,Telangana,Hanumakonda,506009,0,3
05-09-25,Telangana,Hanumakonda,506015,3,7
05-09-25,Telangana,Hanumakonda,506310,0,3
05-09-25,Telangana,Hanumakonda,506371,2,0
05-09-25,Telangana,Hyderabad,500001,0,1
05-09-25,Telangana,Hyderabad,500005,5,8
05-09-25,Telangana,Hyderabad,500007,0,3
05-09-25,Telangana,Hyderabad,500011,0,5
05-09-25,Telangana,Hyderabad,500012,0,3
05-09-25,Telangana,Hyderabad,500020,0,16
05-09-25,Telangana,Hyderabad,500024,0,8
05-09-25,Telangana,Hyderabad,500042,1,1
05-09-25,Telangana,Hyderabad,500058,0,4
05-09-25,Telangana,Hyderabad,500062,0,2
05-09-25,Telangana,Hyderabad,500088,0,2
05-09-25,Telangana,Hyderabad,500095,0,1
05-09-25,Telangana,Jagitial,505325,3,23
05-09-25,Telangana,Jagitial,505452,0,1
05-09-25,Telangana,Jagitial,505526,1,0
05-09-25,Telangana,Jangaon,506222,0,1
05-09-25,Telangana,Jangaon,506317,0,1
05-09-25,Telangana,Jangoan,506145,2,34
05-09-25,Telangana,Jangoan,506167,0,12
05-09-25,Telangana,Jangoan,506302,0,26
05-09-25,Telangana,Jayashankar Bhupalpally,506164,0,1
05-09-25,Telangana,Jogulamba Gadwal,509132,0,8
05-09-25,Telangana,Jogulamba Gadwal,509135,0,1
05-09-25,Telangana,K.v. Rangareddy,500008,1,0
05-09-25,Telangana,K.v. Rangareddy,500046,2,2
05-09-25,Telangana,K.v. Rangareddy,500058,3,11
05-09-25,Telangana,K.v. Rangareddy,500077,1,8
05-09-25,Telangana,K.v. Rangareddy,500078,1,30
05-09-25,Telangana,K.v. Rangareddy,500087,0,4
05-09-25,Telangana,K.v. Rangareddy,500089,2,18
05-09-25,Telangana,K.v. Rangareddy,500098,0,1
05-09-25,Telangana,K.v. Rangareddy,501359,0,7
05-09-25,Telangana,K.v. Rangareddy,501501,0,2
05-09-25,Telangana,K.v. Rangareddy,501502,2,2
05-09-25,Telangana,K.v. Rangareddy,501504,1,11
05-09-25,Telangana,K.v. Rangareddy,501506,0,1
05-09-25,Telangana,K.v. Rangareddy,509202,0,14
05-09-25,Telangana,K.v. Rangareddy,509207,2,10
05-09-25,Telangana,K.v. Rangareddy,509340,0,1
05-09-25,Telangana,K.v. Rangareddy,509410,0,3
05-09-25,Telangana,Kamareddy,503110,0,1
05-09-25,Telangana,Kamareddy,503111,0,2
05-09-25,Telangana,Kamareddy,503124,0,16
05-09-25,Telangana,Karimnagar,505172,0,4
05-09-25,Telangana,Karimnagar,505188,0,2
05-09-25,Telangana,Karimnagar,505307,0,2
05-09-25,Telangana,Karimnagar,505330,0,1
05-09-25,Telangana,Karimnagar,505404,0,1
05-09-25,Telangana,Karimnagar,505466,0,2
05-09-25,Telangana,Karimnagar,505470,1,1
05-09-25,Telangana,Karimnagar,505472,0,1
05-09-25,Telangana,Karimnagar,505474,0,6
05-09-25,Telangana,Karimnagar,505475,0,3
05-09-25,Telangana,Karimnagar,505504,2,2
05-09-25,Telangana,Karimnagar,505532,0,1
05-09-25,Telangana,Khammam,507115,0,3
05-09-25,Telangana,Khammam,507165,0,6
05-09-25,Telangana,Khammam,507166,1,1
05-09-25,Telangana,Khammam,507182,0,10
05-09-25,Telangana,Khammam,507202,0,1
05-09-25,Telangana,Khammam,507211,0,1
05-09-25,Telangana,Khammam,507301,0,2
05-09-25,Telangana,Khammam,507302,0,4
05-09-25,Telangana,Khammam,507318,0,1
05-09-25,Telangana,Komaram Bheem,504299,9,49
05-09-25,Telangana,Komaram Bheem,504313,0,31
05-09-25,Telangana,Mahabubabad,506317,1,3
05-09-25,Telangana,Mahabubabad,506324,0,2
05-09-25,Telangana,Mahabubabad,506381,0,3
05-09-25,Telangana,Mahabubnagar,509110,1,3
05-09-25,Telangana,Mahabubnagar,509132,2,0
05-09-25,Telangana,Mahabubnagar,509202,2,8
05-09-25,Telangana,Mahabubnagar,509349,0,1
05-09-25,Telangana,Mancherial,504201,3,13
05-09-25,Telangana,Mancherial,504204,1,2
05-09-25,Telangana,Mancherial,504209,0,5
05-09-25,Telangana,Mancherial,504215,1,11
05-09-25,Telangana,Mancherial,504216,1,2
05-09-25,Telangana,Mancherial,504220,1,1
05-09-25,Telangana,Mancherial,504251,0,4
05-09-25,Telangana,Mancherial,504273,0,2
05-09-25,Telangana,Medak,502102,2,15
05-09-25,Telangana,Medak,502280,0,1
05-09-25,Telangana,Medak,502300,0,1
05-09-25,Telangana,Medak,502314,0,1
05-09-25,Telangana,Medak,502321,0,2
05-09-25,Telangana,Medchal-malkajgiri,500010,1,26
05-09-25,Telangana,Medchal-malkajgiri,500014,0,2
05-09-25,Telangana,Medchal-malkajgiri,500037,1,20
05-09-25,Telangana,Medchal-malkajgiri,500039,1,10
05-09-25,Telangana,Medchal-malkajgiri,500055,16,31
05-09-25,Telangana,Medchal-malkajgiri,500067,2,10
05-09-25,Telangana,Medchal-malkajgiri,500068,2,21
05-09-25,Telangana,Medchal-malkajgiri,500083,4,9
05-09-25,Telangana,Medchal-malkajgiri,501301,6,7
05-09-25,Telangana,Medchal-malkajgiri,501401,0,4
05-09-25,Telangana,Medchal−malkajgiri,500072,0,1
05-09-25,Telangana,Mulugu,506165,0,5
05-09-25,Telangana,Mulugu,507133,0,1
05-09-25,Telangana,Nagarkurnool,509105,0,2
05-09-25,Telangana,Nagarkurnool,509201,0,2
05-09-25,Telangana,Nagarkurnool,509203,3,17
05-09-25,Telangana,Nagarkurnool,509301,0,1
05-09-25,Telangana,Nagarkurnool,509324,3,1
05-09-25,Telangana,Nagarkurnool,509357,0,1
05-09-25,Telangana,Nalgonda,508211,1,10
05-09-25,Telangana,Nalgonda,508245,0,4
05-09-25,Telangana,Nalgonda,508247,0,3
05-09-25,Telangana,Nalgonda,508279,0,1
05-09-25,Telangana,Nalgonda,508285,0,1
05-09-25,Telangana,Narayanpet,509311,0,2
05-09-25,Telangana,Narayanpet,509351,0,3
05-09-25,Telangana,Narayanpet,509353,0,6
05-09-25,Telangana,Narayanpet,509407,0,8
05-09-25,Telangana,Nirmal,504101,0,6
05-09-25,Telangana,Nirmal,504102,3,13
05-09-25,Telangana,Nizamabad,503002,0,3
05-09-25,Telangana,Nizamabad,503187,0,5
05-09-25,Telangana,Nizamabad,503307,0,5
05-09-25,Telangana,Rajanna Sircilla,505305,0,2
05-09-25,Telangana,Rajanna Sircilla,505307,0,1
05-09-25,Telangana,Rangareddy,500068,0,2
05-09-25,Telangana,Rangareddy,501510,1,11
05-09-25,Telangana,Sangareddy,502210,2,2
05-09-25,Telangana,Sangareddy,502273,0,1
05-09-25,Telangana,Sangareddy,502286,0,8
05-09-25,Telangana,Sangareddy,502293,0,4
05-09-25,Telangana,Sangareddy,502296,0,1
05-09-25,Telangana,Sangareddy,502371,0,2
05-09-25,Telangana,Siddipet,502276,1,5
05-09-25,Telangana,Siddipet,502281,0,4
05-09-25,Telangana,Siddipet,505530,0,3
05-09-25,Telangana,Siddipet,506224,0,0
05-09-25,Telangana,Suryapet,508218,0,13
05-09-25,Telangana,Suryapet,508223,1,8
05-09-25,Telangana,Vikarabad,501106,1,9
05-09-25,Telangana,Vikarabad,501143,4,22
05-09-25,Telangana,Vikarabad,501144,6,24
05-09-25,Telangana,Wanaparthy,509103,0,15
05-09-25,Telangana,Wanaparthy,509105,1,4
05-09-25,Telangana,Warangal,506009,1,0
05-09-25,Telangana,Warangal,506101,0,4
05-09-25,Telangana,Warangal,506105,0,2
05-09-25,Telangana,Warangal,506142,0,1
05-09-25,Telangana,Warangal,506166,0,1
05-09-25,Telangana,Warangal,506244,0,1
05-09-25,Telangana,Warangal,506252,0,1
05-09-25,Telangana,Warangal,506302,0,3
05-09-25,Telangana,Warangal,506330,0,1
05-09-25,Telangana,Warangal,506343,0,1
05-09-25,Telangana,Warangal,506365,0,2
05-09-25,Telangana,Warangal,506369,1,0
05-09-25,Telangana,Warangal (urban),505498,0,1
05-09-25,Telangana,Warangal Rural,506122,1,9
05-09-25,Telangana,Warangal Rural,506134,0,1
05-09-25,Telangana,Warangal Rural,506330,0,10
05-09-25,Telangana,Warangal Rural,506349,0,10
05-09-25,Telangana,Warangal Urban,506370,0,3
05-09-25,Telangana,Yadadri.,508112,1,34
05-09-25,Telangana,Yadadri.,508115,0,10
05-09-25,Telangana,Yadadri.,508116,0,13
05-09-25,Telangana,Yadadri.,508252,7,24
07-09-25,Telangana,Adilabad,504002,0,1
07-09-25,Telangana,Adilabad,504295,0,1
07-09-25,Telangana,Bhadradri Kothagudem,507301,2,4
07-09-25,Telangana,Bhadradri Kothagudem,507316,1,0
07-09-25,Telangana,Hanumakonda,506349,0,1
07-09-25,Telangana,Hanumakonda,506371,0,1
07-09-25,Telangana,Hyderabad,500002,1,3
07-09-25,Telangana,Hyderabad,500014,0,1
07-09-25,Telangana,Hyderabad,500015,0,9
07-09-25,Telangana,Hyderabad,500020,2,8
07-09-25,Telangana,Hyderabad,500040,0,1
07-09-25,Telangana,Hyderabad,500059,0,9
07-09-25,Telangana,Hyderabad,500065,1,2
07-09-25,Telangana,Hyderabad,500072,2,0
07-09-25,Telangana,Hyderabad,500080,0,1
07-09-25,Telangana,Jagitial,505452,0,1
07-09-25,Telangana,Jagitial,505532,0,2
07-09-25,Telangana,Jangoan,506221,0,2
07-09-25,Telangana,Jangoan,506222,0,3
07-09-25,Telangana,Jayashankar Bhupalpally,506169,0,5
07-09-25,Telangana,Jayashankar Bhupalpally,506366,0,1
07-09-25,Telangana,Jogulamba Gadwal,509127,0,3
07-09-25,Telangana,K.v. Rangareddy,500014,0,1
07-09-25,Telangana,K.v. Rangareddy,500048,1,4
07-09-25,Telangana,K.v. Rangareddy,500050,0,3
07-09-25,Telangana,K.v. Rangareddy,500068,0,2
07-09-25,Telangana,K.v. Rangareddy,500074,0,2
07-09-25,Telangana,K.v. Rangareddy,500078,0,2
07-09-25,Telangana,K.v. Rangareddy,500091,1,5
07-09-25,Telangana,K.v. Rangareddy,500097,0,5
07-09-25,Telangana,K.v. Rangareddy,500098,0,1
07-09-25,Telangana,K.v. Rangareddy,501141,0,3
07-09-25,Telangana,K.v. Rangareddy,501509,0,5
07-09-25,Telangana,K.v. Rangareddy,501511,1,0
07-09-25,Telangana,K.v. Rangareddy,509228,0,4
07-09-25,Telangana,K.v. Rangareddy,509357,0,2
07-09-25,Telangana,K.v. Rangareddy,509408,0,19
07-09-25,Telangana,Kamareddy,503302,0,1
07-09-25,Telangana,Karimnagar,505101,0,1
07-09-25,Telangana,Karimnagar,505474,1,3
07-09-25,Telangana,Karimnagar,505498,0,1
07-09-25,Telangana,Khammam,507167,0,1
07-09-25,Telangana,Khammam,507169,0,1
07-09-25,Telangana,Khammam,507209,0,1
07-09-25,Telangana,Mahabubabad,506324,0,3
07-09-25,Telangana,Mahabubnagar,509102,0,3
07-09-25,Telangana,Mahabubnagar,509352,0,1
07-09-25,Telangana,Mahabubnagar,509375,0,5
07-09-25,Telangana,Mahabubnagar,509401,0,1
07-09-25,Telangana,Mahabubnagar,509409,0,2
07-09-25,Telangana,Mancherial,504207,1,2
07-09-25,Telangana,Mancherial,504216,0,2
07-09-25,Telangana,Mancherial,504220,1,0
07-09-25,Telangana,Medak,502110,0,4
07-09-25,Telangana,Medak,502220,0,1
07-09-25,Telangana,Medak,502273,0,1
07-09-25,Telangana,Medak,502296,0,1
07-09-25,Telangana,Medak,502325,1,1
07-09-25,Telangana,Medak,502336,0,3
07-09-25,Telangana,Medchal-malkajgiri,500049,0,2
07-09-25,Telangana,Medchal-malkajgiri,500056,0,1
07-09-25,Telangana,Medchal-malkajgiri,500078,0,2
07-09-25,Telangana,Medchal-malkajgiri,500090,2,17
07-09-25,Telangana,Medchal-malkajgiri,501401,0,3
07-09-25,Telangana,Medchal−malkajgiri,500090,1,1
07-09-25,Telangana,Mulugu,507136,0,2
07-09-25,Telangana,Nagarkurnool,509201,0,1
07-09-25,Telangana,Nagarkurnool,509206,1,5
07-09-25,Telangana,Nagarkurnool,509209,0,5
07-09-25,Telangana,Nagarkurnool,509375,0,3
07-09-25,Telangana,Nalgonda,508105,0,1
07-09-25,Telangana,Nalgonda,508202,0,5
07-09-25,Telangana,Nalgonda,508205,0,2
07-09-25,Telangana,Nalgonda,508207,2,4
07-09-25,Telangana,Nalgonda,508243,0,2
07-09-25,Telangana,Narayanpet,509371,0,2
07-09-25,Telangana,Nirmal,504102,1,8
07-09-25,Telangana,Nirmal,504306,0,3
07-09-25,Telangana,Nizamabad,503001,2,3
07-09-25,Telangana,Nizamabad,503002,0,1
07-09-25,Telangana,Nizamabad,503003,0,1
07-09-25,Telangana,Sangareddy,502269,0,4
07-09-25,Telangana,Sangareddy,502273,0,1
07-09-25,Telangana,Sangareddy,502285,0,1
07-09-25,Telangana,Sangareddy,502319,0,5
07-09-25,Telangana,Siddipet,502280,0,1
07-09-25,Telangana,Siddipet,502301,0,2
07-09-25,Telangana,Suryapet,508246,0,3
07-09-25,Telangana,Vikarabad,501143,0,19
07-09-25,Telangana,Vikarabad,501144,3,14
07-09-25,Telangana,Vikarabad,501202,0,1
07-09-25,Telangana,Vikarabad,501502,0,3
07-09-25,Telangana,Vikarabad,509335,0,3
07-09-25,Telangana,Warangal,506222,0,1
07-09-25,Telangana,Warangal Rural,506163,0,3
07-09-25,Telangana,Warangal Rural,506342,0,4
07-09-25,Telangana,Warangal Urban,506001,0,1
07-09-25,Telangana,Warangal Urban,506005,0,2
07-09-25,Telangana,Warangal Urban,506007,0,1
07-09-25,Telangana,Yadadri.,508112,0,6
07-09-25,Telangana,Yadadri.,508223,0,1
06-09-25,Telangana,Medak,502277,0,2
06-09-25,Telangana,Medak,502281,3,0
06-09-25,Telangana,Medak,502287,2,6
06-09-25,Telangana,Medak,502296,1,7
06-09-25,Telangana,Medak,502303,1,8
06-09-25,Telangana,Medak,502310,0,2
06-09-25,Telangana,Medak,502311,0,2
06-09-25,Telangana,Medak,502319,1,8
06-09-25,Telangana,Medak,502372,1,2
06-09-25,Telangana,Medchal-malkajgiri,500010,2,31
06-09-25,Telangana,Medchal-malkajgiri,500018,2,17
06-09-25,Telangana,Medchal-malkajgiri,500037,3,28
06-09-25,Telangana,Medchal-malkajgiri,500040,3,11
06-09-25,Telangana,Medchal-malkajgiri,500078,1,1
06-09-25,Telangana,Medchal-malkajgiri,500100,0,10
06-09-25,Telangana,Medchal-malkajgiri,501401,0,3
06-09-25,Telangana,Mulugu,506349,0,6
06-09-25,Telangana,Nagarkurnool,509201,0,4
06-09-25,Telangana,Nagarkurnool,509301,0,4
06-09-25,Telangana,Nagarkurnool,509375,1,4
06-09-25,Telangana,Nagarkurnool,509385,5,21
06-09-25,Telangana,Nalgonda,508101,0,2
06-09-25,Telangana,Nalgonda,508114,4,29
06-09-25,Telangana,Nalgonda,508115,0,3
06-09-25,Telangana,Nalgonda,508217,1,12
06-09-25,Telangana,Nalgonda,508223,1,2
06-09-25,Telangana,Nalgonda,508238,1,11
06-09-25,Telangana,Nalgonda,508244,0,9
06-09-25,Telangana,Nalgonda,508250,2,11
06-09-25,Telangana,Nalgonda,508254,3,18
06-09-25,Telangana,Nalgonda,508255,0,6
06-09-25,Telangana,Nalgonda,508256,1,6
06-09-25,Telangana,Nalgonda,508285,1,1
06-09-25,Telangana,Nalgonda,508374,0,21
06-09-25,Telangana,Nirmal,504106,2,46
06-09-25,Telangana,Nirmal,504203,11,73
